,Feature,Importance
2999,"Project_Need_Statement_contains:_""wifi""",0
3000,"Project_Need_Statement_contains:_""efficiently""",0
3001,"Project_Need_Statement_contains:_""backpacks""",3
3002,"Project_Need_Statement_contains:_""war""",0
3003,"Project_Need_Statement_contains:_""pad""",2
3004,"Project_Need_Statement_contains:_""hunger""",0
3005,"Project_Need_Statement_contains:_""sphero""",0
3006,"Project_Need_Statement_contains:_""highly""",0
3007,"Project_Need_Statement_contains:_""makerspace""",0
3008,"Project_Need_Statement_contains:_""techniques""",0
3009,"Project_Need_Statement_contains:_""smartboard""",0
3010,"Project_Need_Statement_contains:_""edu""",0
3011,"Project_Need_Statement_contains:_""3doodler""",0
3012,"Project_Need_Statement_contains:_""rocks""",0
3013,"Project_Need_Statement_contains:_""safely""",0
3014,"Project_Need_Statement_contains:_""typing""",0
3015,"Project_Need_Statement_contains:_""touches""",0
3016,"Project_Need_Statement_contains:_""achievement""",0
3017,"Project_Need_Statement_contains:_""reeds""",0
3018,"Project_Need_Statement_contains:_""introduce""",1
3019,"Project_Need_Statement_contains:_""native""",0
3020,"Project_Need_Statement_contains:_""environmental""",0
3021,"Project_Need_Statement_contains:_""post""",0
3022,"Project_Need_Statement_contains:_""brainpop""",0
3023,"Project_Need_Statement_contains:_""reality""",5
3024,"Project_Need_Statement_contains:_""biology""",0
3025,"Project_Need_Statement_contains:_""examples""",0
3026,"Project_Need_Statement_contains:_""speaking""",1
3027,"Project_Need_Statement_contains:_""yearbook""",0
